ID	ID V 4.0	ID SwissFIR	name E	synonyms E	category E	specific gravity	energy kJ	unit	matrix unit	value type	source	energy kcal	unit	matrix unit	value type	source	protein	unit	matrix unit	value type	source	alcohol	unit	matrix unit	value type	source	water	unit	matrix unit	value type	source	carbohydrates, available	unit	matrix unit	value type	source	starch	unit	matrix unit	value type	source	sugars	unit	matrix unit	value type	source	dietary fibres	unit	matrix unit	value type	source	fat, total	unit	matrix unit	value type	source	cholesterol	unit	matrix unit	value type	source	fatty acids, monounsaturated	unit	matrix unit	value type	source	fatty acids, saturated	unit	matrix unit	value type	source	fatty acids, polyunsaturated	unit	matrix unit	value type	source	vitamin A activity	unit	matrix unit	value type	source	all-trans retinol equivalents	unit	matrix unit	value type	source	beta-carotene activity	unit	matrix unit	value type	source	beta-carotene	unit	matrix unit	value type	source	vitamin B1 (thiamine)	unit	matrix unit	value type	source	vitamin B2 (riboflavin)	unit	matrix unit	value type	source	vitamin B6 (pyridoxine)	unit	matrix unit	value type	source	vitamin B12 (cobalamin)	unit	matrix unit	value type	source	niacin	unit	matrix unit	value type	source	folate	unit	matrix unit	value type	source	pantothenic acid	unit	matrix unit	value type	source	vitamin C (ascorbic acid)	unit	matrix unit	value type	source	vitamin D (calciferol)	unit	matrix unit	value type	source	vitamin E activity	unit	matrix unit	value type	source	sodium (Na)	unit	matrix unit	value type	source	potassium (K)	unit	matrix unit	value type	source	chloride (Cl)	unit	matrix unit	value type	source	calcium (Ca)	unit	matrix unit	value type	source	magnesium (Mg)	unit	matrix unit	value type	source	phosphorus (P)	unit	matrix unit	value type	source	iron (Fe)	unit	matrix unit	value type	source	iodide (I)	unit	matrix unit	value type	source	zinc (Zn)	unit	matrix unit	value type	source	record has changed
792	4107	1001446	St. Gall Sch�blig sausage		Sausages and cold meats/Boilded sausage products		1210	kilojoule	per 100g edible portion	weighted	Computed value	292	kilocalorie	per 100g edible portion	weighted	Computed value	13.6	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	56.6	gram	per 100g edible portion	weighted	Computed value	0.2	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0.2	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	26.3	gram	per 100g edible portion	weighted	Computed value	42	milligram	per 100g edible portion	weighted	Computed value	12.4	gram	per 100g edible portion	weighted	Computed value	9.7	gram	per 100g edible portion	weighted	Computed value	2.8	gram	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	0	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.09	milligram	per 100g edible portion	weighted	Computed value	0.11	milligram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	1.2	microgram	per 100g edible portion	weighted	Computed value	2	milligram	per 100g edible portion	weighted	Computed value	0.9	microgram	per 100g edible portion	weighted	Computed value	0.17	milligram	per 100g edible portion	weighted	Computed value	52.2	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.32	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	850	milligram	per 100g edible portion	weighted	Computed value	75	milligram	per 100g edible portion	weighted	Computed value	1280	milligram	per 100g edible portion	weighted	Computed value	5	milligram	per 100g edible portion	weighted	Computed value	8.4	milligram	per 100g edible portion	weighted	Computed value	140	milligram	per 100g edible portion	weighted	Computed value	0.9	milligram	per 100g edible portion	weighted	Computed value	0.4	microgram	per 100g edible portion	weighted	Computed value	1.7	milligram	per 100g edible portion	weighted	Computed value	VRAI
570	4147	1001098	St. Paulin cheese		Milk and dairy products/Hard cheese		1160	kilojoule	per 100g edible portion	weighted	Computed value	279	kilocalorie	per 100g edible portion	weighted	Computed value	18	gram	per 100g edible portion	weighted	35	0	gram	per 100g edible portion	weighted	22	55	gram	per 100g edible portion	weighted	35	0	gram	per 100g edible portion	weighted	1408	0	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	35	0	gram	per 100g edible portion	weighted	22	23	gram	per 100g edible portion	weighted	35	69	milligram	per 100g edible portion	weighted	3	5.4	gram	per 100g edible portion	weighted	3	13.8	gram	per 100g edible portion	weighted	3	1.1	gram	per 100g edible portion	weighted	3	262	retinol equivalent	per 100g edible portion	weighted	51	250	retinol equivalent	per 100g edible portion	weighted	127	140	beta-carotene equivalent	per 100g edible portion	weighted	127						0.04	milligram	per 100g edible portion	weighted	35	0.32	milligram	per 100g edible portion	weighted	35	0.06	milligram	per 100g edible portion	weighted	35	2	microgram	per 100g edible portion	weighted	35	0.1	milligram	per 100g edible portion	weighted	35	18	microgram	per 100g edible portion	weighted	35	0.8	milligram	per 100g edible portion	weighted	35	0	milligram	per 100g edible portion	weighted	22	0.5	microgram	per 100g edible portion	weighted	35	0.69	alpha-tocopherol equivalent	per 100g edible portion	weighted	35	800	milligram	per 100g edible portion	weighted	35	80	milligram	per 100g edible portion	weighted	35	1100	milligram	per 100g edible portion	weighted	35	700	milligram	per 100g edible portion	weighted	35	35	milligram	per 100g edible portion	weighted	35	500	milligram	per 100g edible portion	weighted	35	0.4	milligram	per 100g edible portion	weighted	35	35	microgram	per 100g edible portion	weighted	35	4	milligram	per 100g edible portion	weighted	35	VRAI
400	4559	1000864	Gooseberry, raw		Fruit/Fresh fruit		145	kilojoule	per 100g edible portion	weighted	Computed value	34	kilocalorie	per 100g edible portion	weighted	Computed value	0.6	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	88.8	gram	per 100g edible portion	weighted	43	6.2	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	6.2	gram	per 100g edible portion	weighted	43	3.2	gram	per 100g edible portion	weighted	43	0.1	gram	per 100g edible portion	weighted	43	0	milligram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	7	retinol equivalent	per 100g edible portion	weighted	51	0	retinol equivalent	per 100g edible portion	weighted	51	82	beta-carotene equivalent	per 100g edible portion	weighted	51	70	microgram	per 100g edible portion	weighted	121	0.04	milligram	per 100g edible portion	weighted	43	0.03	milligram	per 100g edible portion	weighted	43	0.02	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0.3	milligram	per 100g edible portion	weighted	43	19	microgram	per 100g edible portion	weighted	36	0.2	milligram	per 100g edible portion	weighted	43	40	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0.4	alpha-tocopherol equivalent	per 100g edible portion	weighted	43	1	milligram	per 100g edible portion	weighted	43	210	milligram	per 100g edible portion	weighted	43	0.9	milligram	per 100g edible portion	weighted	36	20	milligram	per 100g edible portion	weighted	43	9	milligram	per 100g edible portion	weighted	43	34	milligram	per 100g edible portion	weighted	43	0.6	milligram	per 100g edible portion	weighted	43	0.9	microgram	per 100g edible portion	weighted	36	0.2	milligram	per 100g edible portion	weighted	36	VRAI
1026	4255		Celery, steamed (without addition of salt)		Vegetables/Cooked vegetables (incl. cans)		65	kilojoule	per 100g edible portion	weighted	Computed value	16	kilocalorie	per 100g edible portion	weighted	Computed value	1	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	94	gram	per 100g edible portion	weighted	Computed value	1.6	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	1.6	gram	per 100g edible portion	weighted	Computed value	2.1	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	0	milligram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	51	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	606	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	546	microgram	per 100g edible portion	weighted	Computed value	0.04	milligram	per 100g edible portion	weighted	Computed value	0.04	milligram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.34	milligram	per 100g edible portion	weighted	Computed value	11	microgram	per 100g edible portion	weighted	Computed value	0.36	milligram	per 100g edible portion	weighted	Computed value	6.4	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.21	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	100	milligram	per 100g edible portion	weighted	Computed value	270	milligram	per 100g edible portion	weighted	Computed value	130	milligram	per 100g edible portion	weighted	Computed value	53	milligram	per 100g edible portion	weighted	Computed value	13	milligram	per 100g edible portion	weighted	Computed value	32	milligram	per 100g edible portion	weighted	Computed value	0.4	milligram	per 100g edible portion	weighted	Computed value	1	microgram	per 100g edible portion	weighted	Computed value	0.1	milligram	per 100g edible portion	weighted	Computed value	VRAI
366	3834	1000829	Celery, raw		Vegetables/Fresh vegetables		60	kilojoule	per 100g edible portion	weighted	Computed value	14	kilocalorie	per 100g edible portion	weighted	Computed value	0.9	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	94.4	gram	per 100g edible portion	weighted	43	1.5	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	1.5	gram	per 100g edible portion	weighted	43	2	gram	per 100g edible portion	weighted	43	0.1	gram	per 100g edible portion	weighted	43	0	milligram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	48	retinol equivalent	per 100g edible portion	weighted	51	0	retinol equivalent	per 100g edible portion	weighted	51	570	beta-carotene equivalent	per 100g edible portion	weighted	51	570	microgram	per 100g edible portion	weighted	131	0.05	milligram	per 100g edible portion	weighted	43	0.04	milligram	per 100g edible portion	weighted	43	0.07	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0.4	milligram	per 100g edible portion	weighted	43	18	microgram	per 100g edible portion	weighted	43	0.4	milligram	per 100g edible portion	weighted	43	8	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0.2	alpha-tocopherol equivalent	per 100g edible portion	weighted	43	110	milligram	per 100g edible portion	weighted	43	300	milligram	per 100g edible portion	weighted	43	130	milligram	per 100g edible portion	weighted	9	52	milligram	per 100g edible portion	weighted	43	14	milligram	per 100g edible portion	weighted	43	32	milligram	per 100g edible portion	weighted	43	0.5	milligram	per 100g edible portion	weighted	43	1	microgram	per 100g edible portion	weighted	36	0.1	milligram	per 100g edible portion	weighted	36	VRAI
1040	4280		Edible boletus, stewed (without addition of fat and salt)		Vegetables/Mushrooms		162	kilojoule	per 100g edible portion	weighted	Computed value	39	kilocalorie	per 100g edible portion	weighted	Computed value	4.4	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	86.1	gram	per 100g edible portion	weighted	Computed value	0.6	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	7.3	gram	per 100g edible portion	weighted	Computed value	0.5	gram	per 100g edible portion	weighted	Computed value	0	milligram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	0.2	gram	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	7	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	7	microgram	per 100g edible portion	weighted	Computed value	0.03	milligram	per 100g edible portion	weighted	Computed value	0.37	milligram	per 100g edible portion	weighted	Computed value	0.03	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	4.8	milligram	per 100g edible portion	weighted	Computed value	18	microgram	per 100g edible portion	weighted	Computed value	2.7	milligram	per 100g edible portion	weighted	Computed value	2.2	milligram	per 100g edible portion	weighted	Computed value	3.8	microgram	per 100g edible portion	weighted	Computed value	0.19	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	6.4	milligram	per 100g edible portion	weighted	Computed value	320	milligram	per 100g edible portion	weighted	Computed value	35	milligram	per 100g edible portion	weighted	Computed value	5	milligram	per 100g edible portion	weighted	Computed value	12	milligram	per 100g edible portion	weighted	Computed value	98	milligram	per 100g edible portion	weighted	Computed value	1	milligram	per 100g edible portion	weighted	Computed value	4.2	microgram	per 100g edible portion	weighted	Computed value	1.6	milligram	per 100g edible portion	weighted	Computed value	VRAI
455	3826	1000936	Edible boletus, fresh		Vegetables/Mushrooms		132	kilojoule	per 100g edible portion	weighted	Computed value	32	kilocalorie	per 100g edible portion	weighted	Computed value	3.6	gram	per 100g edible portion	weighted	36	0	gram	per 100g edible portion	weighted	36	88.6	gram	per 100g edible portion	weighted	36	0.5	gram	per 100g edible portion	weighted	36	0	gram	per 100g edible portion	weighted	9	0.1	gram	per 100g edible portion	weighted	9	6	gram	per 100g edible portion	weighted	36	0.4	gram	per 100g edible portion	weighted	36	0	milligram	per 100g edible portion	weighted	9	0	gram	per 100g edible portion	weighted	9	0.1	gram	per 100g edible portion	weighted	9	0.2	gram	per 100g edible portion	weighted	9	0	retinol equivalent	per 100g edible portion	weighted	51	0	retinol equivalent	per 100g edible portion	weighted	51	6	beta-carotene equivalent	per 100g edible portion	weighted	51	6	microgram	per 100g edible portion	weighted	8	0.03	milligram	per 100g edible portion	weighted	36	0.37	milligram	per 100g edible portion	weighted	36	0.03	milligram	per 100g edible portion	weighted	9	0	microgram	per 100g edible portion	weighted	9	4.9	milligram	per 100g edible portion	weighted	36	25	microgram	per 100g edible portion	weighted	9	2.7	milligram	per 100g edible portion	weighted	36	2.5	milligram	per 100g edible portion	weighted	36	3.1	microgram	per 100g edible portion	weighted	36	0.16	alpha-tocopherol equivalent	per 100g edible portion	weighted	36	6	milligram	per 100g edible portion	weighted	36	340	milligram	per 100g edible portion	weighted	36	30	milligram	per 100g edible portion	weighted	9	4.2	milligram	per 100g edible portion	weighted	36	12	milligram	per 100g edible portion	weighted	36	85	milligram	per 100g edible portion	weighted	36	1	milligram	per 100g edible portion	weighted	36	3.6	microgram	per 100g edible portion	weighted	36	1.5	milligram	per 100g edible portion	weighted	36	VRAI
770	4341	1001419	Surimi		Fish/Fish products		344	kilojoule	per 100g edible portion	weighted	Computed value	81	kilocalorie	per 100g edible portion	weighted	Computed value	12.6	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	76.3	gram	per 100g edible portion	weighted	43	6.1	gram	per 100g edible portion	weighted	43	6.1	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	43	0.7	gram	per 100g edible portion	weighted	43	35	milligram	per 100g edible portion	weighted	43	0	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	22	28	retinol equivalent	per 100g edible portion	weighted	51	28	retinol equivalent	per 100g edible portion	weighted	61	0	beta-carotene equivalent	per 100g edible portion	weighted	51	0	microgram	per 100g edible portion	weighted	51	0.02	milligram	per 100g edible portion	weighted	43	0.04	milligram	per 100g edible portion	weighted	43	0.02	milligram	per 100g edible portion	weighted	43	1	microgram	per 100g edible portion	weighted	43	0.2	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	22	0	milligram	per 100g edible portion	weighted	22	0	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0	alpha-tocopherol equivalent	per 100g edible portion	weighted	22	700	milligram	per 100g edible portion	weighted	43	64	milligram	per 100g edible portion	weighted	43	0	milligram	per 100g edible portion	weighted	22	13	milligram	per 100g edible portion	weighted	43	14	milligram	per 100g edible portion	weighted	43	60	milligram	per 100g edible portion	weighted	43	0.3	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	22	0	milligram	per 100g edible portion	weighted	22	VRAI
1609			Taboul�, prepared (with Bulgur)		Prepared dishes/Salads		475	kilojoule	per 100g edible portion	weighted	Computed value	114	kilocalorie	per 100g edible portion	weighted	Computed value	2.4	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	76.1	gram	per 100g edible portion	weighted	Computed value	12.1	gram	per 100g edible portion	weighted	Computed value	10.8	gram	per 100g edible portion	weighted	Computed value	1.3	gram	per 100g edible portion	weighted	Computed value	2.9	gram	per 100g edible portion	weighted	Computed value	5.5	gram	per 100g edible portion	weighted	Computed value	0	milligram	per 100g edible portion	weighted	Computed value	3.4	gram	per 100g edible portion	weighted	Computed value	0.7	gram	per 100g edible portion	weighted	Computed value	0.6	gram	per 100g edible portion	weighted	Computed value	19	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	222	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	202	microgram	per 100g edible portion	weighted	Computed value	0.07	milligram	per 100g edible portion	weighted	Computed value	0.03	milligram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.94	milligram	per 100g edible portion	weighted	Computed value	21	microgram	per 100g edible portion	weighted	Computed value	0.3	milligram	per 100g edible portion	weighted	Computed value	7.3	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	1.2	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	150	milligram	per 100g edible portion	weighted	Computed value	140	milligram	per 100g edible portion	weighted	Computed value	250	milligram	per 100g edible portion	weighted	Computed value	19	milligram	per 100g edible portion	weighted	Computed value	23	milligram	per 100g edible portion	weighted	Computed value	71	milligram	per 100g edible portion	weighted	Computed value	0.8	milligram	per 100g edible portion	weighted	Computed value	2.1	microgram	per 100g edible portion	weighted	Computed value	0.5	milligram	per 100g edible portion	weighted	Computed value	VRAI
1610			Taboul�, prepared (with Couscous)		Prepared dishes/Salads		560	kilojoule	per 100g edible portion	weighted	Computed value	134	kilocalorie	per 100g edible portion	weighted	Computed value	3	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	72.6	gram	per 100g edible portion	weighted	Computed value	15.9	gram	per 100g edible portion	weighted	Computed value	14.6	gram	per 100g edible portion	weighted	Computed value	1.3	gram	per 100g edible portion	weighted	Computed value	1.4	gram	per 100g edible portion	weighted	Computed value	6.1	gram	per 100g edible portion	weighted	Computed value	0	milligram	per 100g edible portion	weighted	Computed value	3.9	gram	per 100g edible portion	weighted	Computed value	0.8	gram	per 100g edible portion	weighted	Computed value	0.6	gram	per 100g edible portion	weighted	Computed value	21	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	249	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	226	microgram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	0.03	milligram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.64	milligram	per 100g edible portion	weighted	Computed value	13	microgram	per 100g edible portion	weighted	Computed value	0.19	milligram	per 100g edible portion	weighted	Computed value	8.2	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.54	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	170	milligram	per 100g edible portion	weighted	Computed value	120	milligram	per 100g edible portion	weighted	Computed value	290	milligram	per 100g edible portion	weighted	Computed value	18	milligram	per 100g edible portion	weighted	Computed value	14	milligram	per 100g edible portion	weighted	Computed value	39	milligram	per 100g edible portion	weighted	Computed value	0.5	milligram	per 100g edible portion	weighted	Computed value	2	microgram	per 100g edible portion	weighted	Computed value	0.7	milligram	per 100g edible portion	weighted	Computed value	VRAI
1684			Tartare sauce, home made with rapeseed mayonnaise		Various/Sauces		1580	kilojoule	per 100g edible portion	weighted	Computed value	383	kilocalorie	per 100g edible portion	weighted	Computed value	3.6	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	52.8	gram	per 100g edible portion	weighted	Computed value	1.9	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	1.8	gram	per 100g edible portion	weighted	Computed value	0.6	gram	per 100g edible portion	weighted	Computed value	40	gram	per 100g edible portion	weighted	Computed value	152	milligram	per 100g edible portion	weighted	Computed value	21.7	gram	per 100g edible portion	weighted	Computed value	4	gram	per 100g edible portion	weighted	Computed value	10.7	gram	per 100g edible portion	weighted	Computed value	90	retinol equivalent	per 100g edible portion	weighted	Computed value	73	retinol equivalent	per 100g edible portion	weighted	Computed value	199	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	175	microgram	per 100g edible portion	weighted	Computed value	0.08	milligram	per 100g edible portion	weighted	Computed value	0.12	milligram	per 100g edible portion	weighted	Computed value	0.09	milligram	per 100g edible portion	weighted	Computed value	1.2	microgram	per 100g edible portion	weighted	Computed value	0.2	milligram	per 100g edible portion	weighted	Computed value	19	microgram	per 100g edible portion	weighted	Computed value	0.58	milligram	per 100g edible portion	weighted	Computed value	7.9	milligram	per 100g edible portion	weighted	Computed value	0.8	microgram	per 100g edible portion	weighted	Computed value	17	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	140	milligram	per 100g edible portion	weighted	Computed value	100	milligram	per 100g edible portion	weighted	Computed value	120	milligram	per 100g edible portion	weighted	Computed value	28	milligram	per 100g edible portion	weighted	Computed value	6.4	milligram	per 100g edible portion	weighted	Computed value	79	milligram	per 100g edible portion	weighted	Computed value	0.9	milligram	per 100g edible portion	weighted	Computed value	6.7	microgram	per 100g edible portion	weighted	Computed value	0.6	milligram	per 100g edible portion	weighted	Computed value	VRAI
803	3818	1001469	Tea, no sugar added		Non-alcoholic beverages/Tea	1	0	kilojoule	per 100ml food volume	weighted	Computed value	0	kilocalorie	per 100ml food volume	weighted	Computed value	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	99.9	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	51	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	gram	per 100ml food volume	weighted	43	0	retinol equivalent	per 100ml food volume	weighted	51	0	retinol equivalent	per 100ml food volume	weighted	51	0	beta-carotene equivalent	per 100ml food volume	weighted	51	0	microgram	per 100ml food volume	weighted	51	0	milligram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	0	microgram	per 100ml food volume	weighted	43	0.1	milligram	per 100ml food volume	weighted	43	5	microgram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	0	microgram	per 100ml food volume	weighted	43	0	alpha-tocopherol equivalent	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	19	milligram	per 100ml food volume	weighted	43	1	milligram	per 100ml food volume	weighted	9	0	milligram	per 100ml food volume	weighted	43	1	milligram	per 100ml food volume	weighted	43	1	milligram	per 100ml food volume	weighted	43	0	milligram	per 100ml food volume	weighted	43	1	microgram	per 100ml food volume	weighted	9	0	milligram	per 100ml food volume	weighted	9	FAUX
1062	4668		Pasta with egg, cooked in salted water (uniodised)		Cereal products, pulses and potatoes/Pasta		580	kilojoule	per 100g edible portion	weighted	Computed value	137	kilocalorie	per 100g edible portion	weighted	Computed value	5	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	65.6	gram	per 100g edible portion	weighted	Computed value	26.3	gram	per 100g edible portion	weighted	Computed value	24.3	gram	per 100g edible portion	weighted	Computed value	1.4	gram	per 100g edible portion	weighted	Computed value	1.3	gram	per 100g edible portion	weighted	Computed value	1	gram	per 100g edible portion	weighted	Computed value	32	milligram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	0.5	gram	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	0	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	0.02	milligram	per 100g edible portion	weighted	Computed value	0.02	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.64	milligram	per 100g edible portion	weighted	Computed value	5.8	microgram	per 100g edible portion	weighted	Computed value	0.1	milligram	per 100g edible portion	weighted	Computed value	0	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.08	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	340	milligram	per 100g edible portion	weighted	Computed value	50	milligram	per 100g edible portion	weighted	Computed value	520	milligram	per 100g edible portion	weighted	Computed value	8.3	milligram	per 100g edible portion	weighted	Computed value	13	milligram	per 100g edible portion	weighted	Computed value	54	milligram	per 100g edible portion	weighted	Computed value	0.8	milligram	per 100g edible portion	weighted	Computed value	1.4	microgram	per 100g edible portion	weighted	Computed value	0.5	milligram	per 100g edible portion	weighted	Computed value	VRAI
799	4579	1001461	Pasta with egg, dry		Cereal products, pulses and potatoes/Pasta		1550	kilojoule	per 100g edible portion	weighted	Computed value	365	kilocalorie	per 100g edible portion	weighted	Computed value	13.3	gram	per 100g edible portion	weighted	36	0	gram	per 100g edible portion	weighted	22	10.7	gram	per 100g edible portion	weighted	36	69.9	gram	per 100g edible portion	weighted	36	64.5	gram	per 100g edible portion	weighted	36	3.6	gram	per 100g edible portion	weighted	36	3.4	gram	per 100g edible portion	weighted	36	2.8	gram	per 100g edible portion	weighted	36	86	milligram	per 100g edible portion	weighted	36	0.3	gram	per 100g edible portion	weighted	9	0.4	gram	per 100g edible portion	weighted	9	1.3	gram	per 100g edible portion	weighted	9	0	retinol equivalent	per 100g edible portion	weighted	51	0	retinol equivalent	per 100g edible portion	weighted	51	0	beta-carotene equivalent	per 100g edible portion	weighted	51	0	microgram	per 100g edible portion	weighted	110	0.17	milligram	per 100g edible portion	weighted	36	0.07	milligram	per 100g edible portion	weighted	36	0.06	milligram	per 100g edible portion	weighted	36	0	microgram	per 100g edible portion	weighted	8	1.9	milligram	per 100g edible portion	weighted	36	22	microgram	per 100g edible portion	weighted	36	0.3	milligram	per 100g edible portion	weighted	36	0	milligram	per 100g edible portion	weighted	36	0	microgram	per 100g edible portion	weighted	9	0.21	alpha-tocopherol equivalent	per 100g edible portion	weighted	36	17	milligram	per 100g edible portion	weighted	36	220	milligram	per 100g edible portion	weighted	36	31	milligram	per 100g edible portion	weighted	36	23	milligram	per 100g edible portion	weighted	36	42	milligram	per 100g edible portion	weighted	36	150	milligram	per 100g edible portion	weighted	36	3	milligram	per 100g edible portion	weighted	36	3.3	microgram	per 100g edible portion	weighted	36	1.3	milligram	per 100g edible portion	weighted	36	FAUX
