ID	ID V 4.0	ID SwissFIR	name E	synonyms E	category E	specific gravity	energy kJ	unit	matrix unit	value type	source	energy kcal	unit	matrix unit	value type	source	protein	unit	matrix unit	value type	source	alcohol	unit	matrix unit	value type	source	water	unit	matrix unit	value type	source	carbohydrates, available	unit	matrix unit	value type	source	starch	unit	matrix unit	value type	source	sugars	unit	matrix unit	value type	source	dietary fibres	unit	matrix unit	value type	source	fat, total	unit	matrix unit	value type	source	cholesterol	unit	matrix unit	value type	source	fatty acids, monounsaturated	unit	matrix unit	value type	source	fatty acids, saturated	unit	matrix unit	value type	source	fatty acids, polyunsaturated	unit	matrix unit	value type	source	vitamin A activity	unit	matrix unit	value type	source	all-trans retinol equivalents	unit	matrix unit	value type	source	beta-carotene activity	unit	matrix unit	value type	source	beta-carotene	unit	matrix unit	value type	source	vitamin B1 (thiamine)	unit	matrix unit	value type	source	vitamin B2 (riboflavin)	unit	matrix unit	value type	source	vitamin B6 (pyridoxine)	unit	matrix unit	value type	source	vitamin B12 (cobalamin)	unit	matrix unit	value type	source	niacin	unit	matrix unit	value type	source	folate	unit	matrix unit	value type	source	pantothenic acid	unit	matrix unit	value type	source	vitamin C (ascorbic acid)	unit	matrix unit	value type	source	vitamin D (calciferol)	unit	matrix unit	value type	source	vitamin E activity	unit	matrix unit	value type	source	sodium (Na)	unit	matrix unit	value type	source	potassium (K)	unit	matrix unit	value type	source	chloride (Cl)	unit	matrix unit	value type	source	calcium (Ca)	unit	matrix unit	value type	source	magnesium (Mg)	unit	matrix unit	value type	source	phosphorus (P)	unit	matrix unit	value type	source	iron (Fe)	unit	matrix unit	value type	source	iodide (I)	unit	matrix unit	value type	source	zinc (Zn)	unit	matrix unit	value type	source	record has changed
1528			Plum pie, baked (with puff pastry)		"Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins"		573	kilojoule	per 100g edible portion	weighted	Computed value	137	kilocalorie	per 100g edible portion	weighted	Computed value	2.5	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	73.7	gram	per 100g edible portion	weighted	Computed value	15.5	gram	per 100g edible portion	weighted	Computed value	6.9	gram	per 100g edible portion	weighted	Computed value	7.7	gram	per 100g edible portion	weighted	Computed value	1.4	gram	per 100g edible portion	weighted	Computed value	6.9	gram	per 100g edible portion	weighted	Computed value	39	milligram	per 100g edible portion	weighted	Computed value	1.7	gram	per 100g edible portion	weighted	Computed value	3.8	gram	per 100g edible portion	weighted	Computed value	0.5	gram	per 100g edible portion	weighted	Computed value	77	retinol equivalent	per 100g edible portion	weighted	Computed value	69	retinol equivalent	per 100g edible portion	weighted	Computed value	90	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	67	microgram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0.07	milligram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	0.31	microgram	per 100g edible portion	weighted	Computed value	0.52	milligram	per 100g edible portion	weighted	Computed value	1.8	microgram	per 100g edible portion	weighted	Computed value	0.23	milligram	per 100g edible portion	weighted	Computed value	2.9	milligram	per 100g edible portion	weighted	Computed value	0.2	microgram	per 100g edible portion	weighted	Computed value	0.76	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	93	milligram	per 100g edible portion	weighted	Computed value	140	milligram	per 100g edible portion	weighted	Computed value	140	milligram	per 100g edible portion	weighted	Computed value	22	milligram	per 100g edible portion	weighted	Computed value	9.2	milligram	per 100g edible portion	weighted	Computed value	42	milligram	per 100g edible portion	weighted	Computed value	0.5	milligram	per 100g edible portion	weighted	Computed value	3.4	microgram	per 100g edible portion	weighted	Computed value	0.3	milligram	per 100g edible portion	weighted	Computed value	VRAI
1530			Plum pie, baked (with cake dough)		"Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins"		542	kilojoule	per 100g edible portion	weighted	Computed value	129	kilocalorie	per 100g edible portion	weighted	Computed value	2.9	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	73	gram	per 100g edible portion	weighted	Computed value	17.8	gram	per 100g edible portion	weighted	Computed value	9.1	gram	per 100g edible portion	weighted	Computed value	7.7	gram	per 100g edible portion	weighted	Computed value	1.5	gram	per 100g edible portion	weighted	Computed value	4.8	gram	per 100g edible portion	weighted	Computed value	33	milligram	per 100g edible portion	weighted	Computed value	1.2	gram	per 100g edible portion	weighted	Computed value	2.6	gram	per 100g edible portion	weighted	Computed value	0.4	gram	per 100g edible portion	weighted	Computed value	56	retinol equivalent	per 100g edible portion	weighted	Computed value	48	retinol equivalent	per 100g edible portion	weighted	Computed value	80	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	58	microgram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0.07	milligram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0.31	microgram	per 100g edible portion	weighted	Computed value	0.62	milligram	per 100g edible portion	weighted	Computed value	2	microgram	per 100g edible portion	weighted	Computed value	0.24	milligram	per 100g edible portion	weighted	Computed value	2.9	milligram	per 100g edible portion	weighted	Computed value	0.2	microgram	per 100g edible portion	weighted	Computed value	0.73	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	100	milligram	per 100g edible portion	weighted	Computed value	150	milligram	per 100g edible portion	weighted	Computed value	150	milligram	per 100g edible portion	weighted	Computed value	22	milligram	per 100g edible portion	weighted	Computed value	9.9	milligram	per 100g edible portion	weighted	Computed value	45	milligram	per 100g edible portion	weighted	Computed value	0.5	milligram	per 100g edible portion	weighted	Computed value	3.5	microgram	per 100g edible portion	weighted	Computed value	0.3	milligram	per 100g edible portion	weighted	Computed value	VRAI
1129	4098		Mushroom (average), stewed (without addition of fat and salt)		Vegetables/Mushrooms		128	kilojoule	per 100g edible portion	weighted	Computed value	31	kilocalorie	per 100g edible portion	weighted	Computed value	2.9	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	88.4	gram	per 100g edible portion	weighted	Computed value	0.7	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0.2	gram	per 100g edible portion	weighted	Computed value	6	gram	per 100g edible portion	weighted	Computed value	0.5	gram	per 100g edible portion	weighted	Computed value	0	milligram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	0.2	gram	per 100g edible portion	weighted	Computed value	15	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	180	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	178	microgram	per 100g edible portion	weighted	Computed value	0.08	milligram	per 100g edible portion	weighted	Computed value	0.32	milligram	per 100g edible portion	weighted	Computed value	0.07	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	5.9	milligram	per 100g edible portion	weighted	Computed value	22	microgram	per 100g edible portion	weighted	Computed value	2.7	milligram	per 100g edible portion	weighted	Computed value	4	milligram	per 100g edible portion	weighted	Computed value	3.2	microgram	per 100g edible portion	weighted	Computed value	0.17	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	5.1	milligram	per 100g edible portion	weighted	Computed value	490	milligram	per 100g edible portion	weighted	Computed value	42	milligram	per 100g edible portion	weighted	Computed value	9.3	milligram	per 100g edible portion	weighted	Computed value	16	milligram	per 100g edible portion	weighted	Computed value	120	milligram	per 100g edible portion	weighted	Computed value	2.9	milligram	per 100g edible portion	weighted	Computed value	10	microgram	per 100g edible portion	weighted	Computed value	1	milligram	per 100g edible portion	weighted	Computed value	VRAI
1128	3681		Mushroom (average), raw		Vegetables/Mushrooms		105	kilojoule	per 100g edible portion	weighted	Computed value	25	kilocalorie	per 100g edible portion	weighted	Computed value	2.4	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	90.5	gram	per 100g edible portion	weighted	Computed value	0.6	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0.2	gram	per 100g edible portion	weighted	Computed value	4.9	gram	per 100g edible portion	weighted	Computed value	0.4	gram	per 100g edible portion	weighted	Computed value	0	milligram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	0.2	gram	per 100g edible portion	weighted	Computed value	12	retinol equivalent	per 100g edible portion	weighted	Computed value	0	retinol equivalent	per 100g edible portion	weighted	Computed value	148	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	146	microgram	per 100g edible portion	weighted	Computed value	0.07	milligram	per 100g edible portion	weighted	Computed value	0.28	milligram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	5.1	milligram	per 100g edible portion	weighted	Computed value	26	microgram	per 100g edible portion	weighted	Computed value	2.5	milligram	per 100g edible portion	weighted	Computed value	4.1	milligram	per 100g edible portion	weighted	Computed value	2.6	microgram	per 100g edible portion	weighted	Computed value	0.14	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	4.2	milligram	per 100g edible portion	weighted	Computed value	400	milligram	per 100g edible portion	weighted	Computed value	34	milligram	per 100g edible portion	weighted	Computed value	7.6	milligram	per 100g edible portion	weighted	Computed value	13	milligram	per 100g edible portion	weighted	Computed value	97	milligram	per 100g edible portion	weighted	Computed value	2.4	milligram	per 100g edible portion	weighted	Computed value	8.6	microgram	per 100g edible portion	weighted	Computed value	0.8	milligram	per 100g edible portion	weighted	Computed value	VRAI
1585			Mushroom risotto, cooked		Prepared dishes/Other savoury dishes		532	kilojoule	per 100g edible portion	weighted	Computed value	126	kilocalorie	per 100g edible portion	weighted	Computed value	4	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	72.1	gram	per 100g edible portion	weighted	Computed value	18.7	gram	per 100g edible portion	weighted	Computed value	17.9	gram	per 100g edible portion	weighted	Computed value	0.6	gram	per 100g edible portion	weighted	Computed value	1.6	gram	per 100g edible portion	weighted	Computed value	3.6	gram	per 100g edible portion	weighted	Computed value	7	milligram	per 100g edible portion	weighted	Computed value	1.2	gram	per 100g edible portion	weighted	Computed value	1.6	gram	per 100g edible portion	weighted	Computed value	0.3	gram	per 100g edible portion	weighted	Computed value	27	retinol equivalent	per 100g edible portion	weighted	Computed value	26	retinol equivalent	per 100g edible portion	weighted	Computed value	14	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	1	microgram	per 100g edible portion	weighted	Computed value	0.02	milligram	per 100g edible portion	weighted	Computed value	0.06	milligram	per 100g edible portion	weighted	Computed value	0.04	milligram	per 100g edible portion	weighted	Computed value	0.09	microgram	per 100g edible portion	weighted	Computed value	0.88	milligram	per 100g edible portion	weighted	Computed value	7	microgram	per 100g edible portion	weighted	Computed value	0.58	milligram	per 100g edible portion	weighted	Computed value	0.5	milligram	per 100g edible portion	weighted	Computed value	0.6	microgram	per 100g edible portion	weighted	Computed value	0.16	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	210	milligram	per 100g edible portion	weighted	Computed value	53	milligram	per 100g edible portion	weighted	Computed value	370	milligram	per 100g edible portion	weighted	Computed value	71	milligram	per 100g edible portion	weighted	Computed value	10	milligram	per 100g edible portion	weighted	Computed value	79	milligram	per 100g edible portion	weighted	Computed value	0.3	milligram	per 100g edible portion	weighted	Computed value	3.3	microgram	per 100g edible portion	weighted	Computed value	0.6	milligram	per 100g edible portion	weighted	Computed value	VRAI
683	4056	1001248	Mushroom sauce, thickened		Various/Sauces		344	kilojoule	per 100g edible portion	weighted	Computed value	82	kilocalorie	per 100g edible portion	weighted	Computed value	3.6	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	72.8	gram	per 100g edible portion	weighted	Computed value	7.6	gram	per 100g edible portion	weighted	Computed value	2.5	gram	per 100g edible portion	weighted	Computed value	5	gram	per 100g edible portion	weighted	Computed value	0.7	gram	per 100g edible portion	weighted	Computed value	4	gram	per 100g edible portion	weighted	Computed value	10	milligram	per 100g edible portion	weighted	Computed value	1.2	gram	per 100g edible portion	weighted	Computed value	1.6	gram	per 100g edible portion	weighted	Computed value	0.1	gram	per 100g edible portion	weighted	Computed value	55	retinol equivalent	per 100g edible portion	weighted	Computed value	53	retinol equivalent	per 100g edible portion	weighted	Computed value	17	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	17	microgram	per 100g edible portion	weighted	Computed value	0.04	milligram	per 100g edible portion	weighted	Computed value	0.17	milligram	per 100g edible portion	weighted	Computed value	0.04	milligram	per 100g edible portion	weighted	Computed value	0.17	microgram	per 100g edible portion	weighted	Computed value	0.54	milligram	per 100g edible portion	weighted	Computed value	6.2	microgram	per 100g edible portion	weighted	Computed value	0.55	milligram	per 100g edible portion	weighted	Computed value	1	milligram	per 100g edible portion	weighted	Computed value	0.6	microgram	per 100g edible portion	weighted	Computed value	0.38	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	330	milligram	per 100g edible portion	weighted	Computed value	170	milligram	per 100g edible portion	weighted	Computed value	260	milligram	per 100g edible portion	weighted	Computed value	120	milligram	per 100g edible portion	weighted	Computed value	14	milligram	per 100g edible portion	weighted	Computed value	91	milligram	per 100g edible portion	weighted	Computed value	0.2	milligram	per 100g edible portion	weighted	Computed value	2.8	microgram	per 100g edible portion	weighted	Computed value	0.5	milligram	per 100g edible portion	weighted	Computed value	VRAI
688	4202	1001253	Mushroom soup		Prepared dishes/Stews and soups	1	161	kilojoule	per 100g edible portion	weighted	Computed value	38	kilocalorie	per 100g edible portion	weighted	Computed value	1.1	gram	per 100g edible portion	weighted	22	0	gram	per 100g edible portion	weighted	43	90.2	gram	per 100g edible portion	weighted	22	5.5	gram	per 100g edible portion	weighted	22	3.5	gram	per 100g edible portion	weighted	22	2	gram	per 100g edible portion	weighted	18	0.5	gram	per 100g edible portion	weighted	18	1.2	gram	per 100g edible portion	weighted	22	0	milligram	per 100g edible portion	weighted	18	0.2	gram	per 100g edible portion	weighted	22	0.5	gram	per 100g edible portion	weighted	18	0.4	gram	per 100g edible portion	weighted	22	22	retinol equivalent	per 100g edible portion	weighted	51	17	retinol equivalent	per 100g edible portion	weighted	8	60	beta-carotene equivalent	per 100g edible portion	weighted	51	60	microgram	per 100g edible portion	weighted	8	0.03	milligram	per 100g edible portion	weighted	43	0.07	milligram	per 100g edible portion	weighted	43	0.01	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0.4	milligram	per 100g edible portion	weighted	43	3	microgram	per 100g edible portion	weighted	43	0.1	milligram	per 100g edible portion	weighted	43	0	milligram	per 100g edible portion	weighted	43	0	microgram	per 100g edible portion	weighted	43	0.14	alpha-tocopherol equivalent	per 100g edible portion	weighted	9	370	milligram	per 100g edible portion	weighted	18	68	milligram	per 100g edible portion	weighted	43	290	milligram	per 100g edible portion	weighted	9	40	milligram	per 100g edible portion	weighted	43	5	milligram	per 100g edible portion	weighted	43	36	milligram	per 100g edible portion	weighted	43	0.2	milligram	per 100g edible portion	weighted	43	4.9	microgram	per 100g edible portion	weighted	9	0.3	milligram	per 100g edible portion	weighted	9	VRAI
283	4499	842006	Pine nuts		Nuts, seeds and oleaginous fruit		2460	kilojoule	per 100g edible portion	weighted	Computed value	594	kilocalorie	per 100g edible portion	weighted	Computed value	31.6	gram	per 100g edible portion	weighted	129	0	gram	per 100g edible portion	weighted	51	5.1	gram	per 100g edible portion	weighted	129	13.9	gram	per 100g edible portion	weighted	129	1.4	gram	per 100g edible portion	weighted	156	5.2	gram	per 100g edible portion	weighted	129	3.7	gram	per 100g edible portion	weighted	156	44.9	gram	per 100g edible portion	weighted	129	0	milligram	per 100g edible portion	weighted	156	18.8	gram	per 100g edible portion	weighted	156	4.9	gram	per 100g edible portion	weighted	156	34.1	gram	per 100g edible portion	weighted	156	0	retinol equivalent	per 100g edible portion	weighted	51	0	retinol equivalent	per 100g edible portion	weighted	51	0	beta-carotene equivalent	per 100g edible portion	weighted	51	0	microgram	per 100g edible portion	weighted	103	1.5	milligram	per 100g edible portion	weighted	129	0.28	milligram	per 100g edible portion	weighted	129	0.01	milligram	per 100g edible portion	weighted	156	0	microgram	per 100g edible portion	weighted	156	4.4	milligram	per 100g edible portion	weighted	156	34	microgram	per 100g edible portion	weighted	156	0.31	milligram	per 100g edible portion	weighted	156	3	milligram	per 100g edible portion	weighted	129	0	microgram	per 100g edible portion	weighted	145	13	alpha-tocopherol equivalent	per 100g edible portion	weighted	103	4.6	milligram	per 100g edible portion	weighted	"129;1542"	830	milligram	per 100g edible portion	weighted	"129;1542"	41	milligram	per 100g edible portion	weighted	8	21	milligram	per 100g edible portion	weighted	"129;1542"	400	milligram	per 100g edible portion	weighted	"129;1542"	700	milligram	per 100g edible portion	weighted	"129;1542"	7.8	milligram	per 100g edible portion	weighted	"129;1542"	0.2	microgram	per 100g edible portion	weighted	145	9	milligram	per 100g edible portion	weighted	86	VRAI
274	3699	841007	Pistachio, dried		Nuts, seeds and oleaginous fruit		2400	kilojoule	per 100g edible portion	weighted	Computed value	580	kilocalorie	per 100g edible portion	weighted	Computed value	20.3	gram	per 100g edible portion	weighted	1002	0	gram	per 100g edible portion	weighted	51	3.9	gram	per 100g edible portion	weighted	156	17.6	gram	per 100g edible portion	weighted	1003	1.7	gram	per 100g edible portion	weighted	1002	7.7	gram	per 100g edible portion	weighted	1002	10	gram	per 100g edible portion	weighted	"1002;72"	45.4	gram	per 100g edible portion	weighted	1002	0	milligram	per 100g edible portion	weighted	81	23.8	gram	per 100g edible portion	weighted	1002	5.6	gram	per 100g edible portion	weighted	1002	13.7	gram	per 100g edible portion	weighted	1002	18	retinol equivalent	per 100g edible portion	weighted	51	0	retinol equivalent	per 100g edible portion	weighted	51	211	beta-carotene equivalent	per 100g edible portion	weighted	51	211	microgram	per 100g edible portion	weighted	103	0.5	milligram	per 100g edible portion	weighted	81	0.3	milligram	per 100g edible portion	weighted	81	0.25	milligram	per 100g edible portion	weighted	81	0	microgram	per 100g edible portion	weighted	156	1	milligram	per 100g edible portion	weighted	81	58	microgram	per 100g edible portion	weighted	81	0.52	milligram	per 100g edible portion	weighted	156	1	milligram	per 100g edible portion	weighted	81	0	microgram	per 100g edible portion	weighted	81	30	alpha-tocopherol equivalent	per 100g edible portion	weighted	103	9	milligram	per 100g edible portion	weighted	81	500	milligram	per 100g edible portion	weighted	81	40	milligram	per 100g edible portion	weighted	8	65	milligram	per 100g edible portion	weighted	81	120	milligram	per 100g edible portion	weighted	156	160	milligram	per 100g edible portion	weighted	81	7	milligram	per 100g edible portion	weighted	71	11	microgram	per 100g edible portion	weighted	43	3.3	milligram	per 100g edible portion	weighted	71	FAUX
1532			Pizza with tuna, baked		Prepared dishes/Italian dishes		955	kilojoule	per 100g edible portion	weighted	Computed value	227	kilocalorie	per 100g edible portion	weighted	Computed value	12.2	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	52.1	gram	per 100g edible portion	weighted	Computed value	26.5	gram	per 100g edible portion	weighted	Computed value	24.9	gram	per 100g edible portion	weighted	Computed value	1.3	gram	per 100g edible portion	weighted	Computed value	1.5	gram	per 100g edible portion	weighted	Computed value	7.7	gram	per 100g edible portion	weighted	Computed value	17	milligram	per 100g edible portion	weighted	Computed value	3.2	gram	per 100g edible portion	weighted	Computed value	3.1	gram	per 100g edible portion	weighted	Computed value	0.7	gram	per 100g edible portion	weighted	Computed value	99	retinol equivalent	per 100g edible portion	weighted	Computed value	90	retinol equivalent	per 100g edible portion	weighted	Computed value	110	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	67	microgram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	0.1	milligram	per 100g edible portion	weighted	Computed value	0.15	milligram	per 100g edible portion	weighted	Computed value	0.7	microgram	per 100g edible portion	weighted	Computed value	2.6	milligram	per 100g edible portion	weighted	Computed value	12	microgram	per 100g edible portion	weighted	Computed value	0.22	milligram	per 100g edible portion	weighted	Computed value	2.8	milligram	per 100g edible portion	weighted	Computed value	0.3	microgram	per 100g edible portion	weighted	Computed value	0.86	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	300	milligram	per 100g edible portion	weighted	Computed value	180	milligram	per 100g edible portion	weighted	Computed value	570	milligram	per 100g edible portion	weighted	Computed value	89	milligram	per 100g edible portion	weighted	Computed value	18	milligram	per 100g edible portion	weighted	Computed value	140	milligram	per 100g edible portion	weighted	Computed value	0.9	milligram	per 100g edible portion	weighted	Computed value	1.9	microgram	per 100g edible portion	weighted	Computed value	1.1	milligram	per 100g edible portion	weighted	Computed value	VRAI
1533			Pizza Calzone, baked		Prepared dishes/Italian dishes		948	kilojoule	per 100g edible portion	weighted	Computed value	226	kilocalorie	per 100g edible portion	weighted	Computed value	11.5	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	52.6	gram	per 100g edible portion	weighted	Computed value	26.6	gram	per 100g edible portion	weighted	Computed value	24.9	gram	per 100g edible portion	weighted	Computed value	1.4	gram	per 100g edible portion	weighted	Computed value	1.5	gram	per 100g edible portion	weighted	Computed value	7.8	gram	per 100g edible portion	weighted	Computed value	16	milligram	per 100g edible portion	weighted	Computed value	3.3	gram	per 100g edible portion	weighted	Computed value	3.1	gram	per 100g edible portion	weighted	Computed value	0.6	gram	per 100g edible portion	weighted	Computed value	50	retinol equivalent	per 100g edible portion	weighted	Computed value	41	retinol equivalent	per 100g edible portion	weighted	Computed value	110	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	67	microgram	per 100g edible portion	weighted	Computed value	0.1	milligram	per 100g edible portion	weighted	Computed value	0.12	milligram	per 100g edible portion	weighted	Computed value	0.14	milligram	per 100g edible portion	weighted	Computed value	0.34	microgram	per 100g edible portion	weighted	Computed value	2	milligram	per 100g edible portion	weighted	Computed value	11	microgram	per 100g edible portion	weighted	Computed value	0.26	milligram	per 100g edible portion	weighted	Computed value	10.2	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.77	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	360	milligram	per 100g edible portion	weighted	Computed value	190	milligram	per 100g edible portion	weighted	Computed value	730	milligram	per 100g edible portion	weighted	Computed value	90	milligram	per 100g edible portion	weighted	Computed value	18	milligram	per 100g edible portion	weighted	Computed value	160	milligram	per 100g edible portion	weighted	Computed value	0.8	milligram	per 100g edible portion	weighted	Computed value	2.3	microgram	per 100g edible portion	weighted	Computed value	1.2	milligram	per 100g edible portion	weighted	Computed value	VRAI
1534			Pizza Hawaii, baked		Prepared dishes/Italian dishes		822	kilojoule	per 100g edible portion	weighted	Computed value	195	kilocalorie	per 100g edible portion	weighted	Computed value	9.5	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	58.4	gram	per 100g edible portion	weighted	Computed value	24.2	gram	per 100g edible portion	weighted	Computed value	20.5	gram	per 100g edible portion	weighted	Computed value	3.5	gram	per 100g edible portion	weighted	Computed value	1.5	gram	per 100g edible portion	weighted	Computed value	6.4	gram	per 100g edible portion	weighted	Computed value	13	milligram	per 100g edible portion	weighted	Computed value	2.7	gram	per 100g edible portion	weighted	Computed value	2.6	gram	per 100g edible portion	weighted	Computed value	0.5	gram	per 100g edible portion	weighted	Computed value	41	retinol equivalent	per 100g edible portion	weighted	Computed value	34	retinol equivalent	per 100g edible portion	weighted	Computed value	91	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	55	microgram	per 100g edible portion	weighted	Computed value	0.09	milligram	per 100g edible portion	weighted	Computed value	0.1	milligram	per 100g edible portion	weighted	Computed value	0.13	milligram	per 100g edible portion	weighted	Computed value	0.28	microgram	per 100g edible portion	weighted	Computed value	1.7	milligram	per 100g edible portion	weighted	Computed value	10	microgram	per 100g edible portion	weighted	Computed value	0.25	milligram	per 100g edible portion	weighted	Computed value	9.9	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.65	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	300	milligram	per 100g edible portion	weighted	Computed value	180	milligram	per 100g edible portion	weighted	Computed value	610	milligram	per 100g edible portion	weighted	Computed value	76	milligram	per 100g edible portion	weighted	Computed value	18	milligram	per 100g edible portion	weighted	Computed value	130	milligram	per 100g edible portion	weighted	Computed value	0.7	milligram	per 100g edible portion	weighted	Computed value	1.9	microgram	per 100g edible portion	weighted	Computed value	1	milligram	per 100g edible portion	weighted	Computed value	VRAI
1535			Pizza Margherita, baked		Prepared dishes/Italian dishes		1000	kilojoule	per 100g edible portion	weighted	Computed value	238	kilocalorie	per 100g edible portion	weighted	Computed value	9.9	gram	per 100g edible portion	weighted	Computed value	0	gram	per 100g edible portion	weighted	Computed value	50.1	gram	per 100g edible portion	weighted	Computed value	29.9	gram	per 100g edible portion	weighted	Computed value	28.1	gram	per 100g edible portion	weighted	Computed value	1.5	gram	per 100g edible portion	weighted	Computed value	1.7	gram	per 100g edible portion	weighted	Computed value	8.4	gram	per 100g edible portion	weighted	Computed value	12	milligram	per 100g edible portion	weighted	Computed value	3.5	gram	per 100g edible portion	weighted	Computed value	3.4	gram	per 100g edible portion	weighted	Computed value	0.7	gram	per 100g edible portion	weighted	Computed value	56	retinol equivalent	per 100g edible portion	weighted	Computed value	46	retinol equivalent	per 100g edible portion	weighted	Computed value	124	beta-carotene equivalent	per 100g edible portion	weighted	Computed value	76	microgram	per 100g edible portion	weighted	Computed value	0.05	milligram	per 100g edible portion	weighted	Computed value	0.11	milligram	per 100g edible portion	weighted	Computed value	0.12	milligram	per 100g edible portion	weighted	Computed value	0.38	microgram	per 100g edible portion	weighted	Computed value	1.5	milligram	per 100g edible portion	weighted	Computed value	12	microgram	per 100g edible portion	weighted	Computed value	0.21	milligram	per 100g edible portion	weighted	Computed value	3.2	milligram	per 100g edible portion	weighted	Computed value	0	microgram	per 100g edible portion	weighted	Computed value	0.85	alpha-tocopherol equivalent	per 100g edible portion	weighted	Computed value	280	milligram	per 100g edible portion	weighted	Computed value	160	milligram	per 100g edible portion	weighted	Computed value	640	milligram	per 100g edible portion	weighted	Computed value	99	milligram	per 100g edible portion	weighted	Computed value	17	milligram	per 100g edible portion	weighted	Computed value	140	milligram	per 100g edible portion	weighted	Computed value	0.8	milligram	per 100g edible portion	weighted	Computed value	2.1	microgram	per 100g edible portion	weighted	Computed value	1.1	milligram	per 100g edible portion	weighted	Computed value	VRAI
